tid
42100928
42537045
35801735
39644702
35034131
34073034
32968788
39223473
39345788
38248454
35377761
41664737
36140111
40785553
34066227
42091522
35848315
39986670
39876777
40130683
37975600
37391721
35697161
35948476
41065083
35482740
34552622
34895177
41725754
38597910
38868949
37069734
37982596
32709913
37985588
34679763
40328481
39464547
42774065
40289347
40954891
38701665
41285538
34737019
39516694
42122503
38896251
40232988
35721526
41788393
40979190
39690708
38983446
40376316
42497688
41285577
35065615
42247813
30759005
30075226
36138825
37898795
40123561
37886583
39672470
40943623
39338010
41113171
38151783
42879282
34695593
31312602
38589914
36971752
41469106
37244743
37991086
38144467
38391841
32682137
41049650
39021355
32655192
42639348
40220099
31962545
37137798
38960469
38538832
36178989
32833806
34324732
36316461
39865481
42137767
41837354
34018125
41490524
36854715
36676189
31180531
33784994
36258899
35549118
38398930
40874475
39031670
33221874
42040318
33851531
34199984
38562358
38868513
37312570
34964300
32927007
32544544
35165803
40060571
33951830
34820096
30756131
40334228
36860149
37622420
38727655
30045282
42823828
34597676
39120685
34020377
40765851
37850159
32788380
36101922
42262583
41894227
35068995
40057999
33780478
32316577
34357914
32053234
30428265
31213965
36506020
40279332
40337606
39570974
30962470
34008096
30437396
42088080
39761352
35422540
40823068
39874321
42052239
39450946
41152412
38708851
32531843
35674628
35654390
38466976
41362274
33105418
36299931
42581706
32017623
32527862
42220504
41633808
38595893
30178512
38344082
32941603
36456410
37660175
33756839
36530049
36899521
40696602
36869571
38261525
41971230
36251325
39678595
32668809
38918086
39414337
35705090
34653140
34872213
31101376
34832768
38895016
35076221
32460411
37113569
35118407
36201741
37564072
34987206
33958297
37074896
35514466
39547174
36794405
36194087
41012844
31919540
31231164
37184907
38657618
30933315
37252398
40920738
35259627
38712077
34360284
42521635
39817432
36705458
38307759
30652195
32776750
30997653
36546548
35796299
36531288
38482232
42092287
39502921
35002684
31226704
33716160
38905011
37966723
37814055
42497429
39234560
36086829
31024259
35995060
36220768
35463822
40882294
37511481
37176960
40740115
31657406
32415099
37396349
34994474
36870006
37023379
35874320
34765893
41590425
34864428
34984090
41055746
38704928
33208101
37138834
30209237
39719481
40263423
40114752
34775258
38428067
38621236
39320906
39563794
35903079
35623870
41618023
36655159
41517179
35441678
35300596
32318461
38427684
41789295
31297158
36923193
33044546
32282102
38556474
39786086
30082409
32233646
37926106
41385790
38133557
39027898
37003394
41498837
41461998
38754730
39383654
39117984
31591006
30710104
40945460
40409877
31476287
37322152
42833019
36674580
38800115
30090703
38598882
30118544
41224607
42126890
39201656
39712888
39091820
41644286
34552033
41972336
34714644
35596038
31706954
38679433
35982859
32028901
41577643
39157583
39634867
32826959
37883054
38834835
31934901
38651917
37098814
30395451
36425934
34137333
32746676
40113182
36926310
40721441
36587248
38822324
32064728
35633939
36494499
31168690
33338422
42092872
35081239
36041709
37931927
35467449
30276426
33749433
39899630
36297308
41996599
38249668
42398179
30997092
40771062
32799151
42719529
38240594
36165499
39863587
40960213
31020592
42373623
40775780
40391536
39602626
39814969
39342486
41629745
33367331
41491377
37938978
35824697
42170760
39805137
42658702
42385068
37207117
35811686
35720711
31867240
38105160
34726922
35842560
42117892
33633676
35257504
42300174
35773110
39582713
42429686
40333970
31976455
41069471
35492255
42764786
39692488
42705635
38635582
39916220
38306911
38288812
30981543
36639486
30610026
42828443
33993500
32262230
35254780
42866104
34435674
35954264
31630780
39197952
41878364
39212351
34872089
34854817
41301754
38994900
38581801
34583787
37847981
39876396
40235971
39733300
36062991
39897380
38043795
36815641
33776563
37096972
41693791
37257442
39479531
42504060
38363252
38872720
33903418
30331441
32013702
38180623
33238790
40302867
36181320
35275212
38266293
39049706
36173729
30639689
34324068
35240224
35288124
40190683
37761726
37999064
42434285
40428171
39634435
31909505
33026846
30341457
37362207
40762010
30123333
39771739
37323609
31887140
41847718
41836251
35630148
30696283
41728869
34736911
37243156
33333366
42276425
32968091
40732253
42228594
41073289
35765761
36943426
36372403
37877625
36204899
33213946
38453919
32401677
34577643
32884882
36718643
38291537
40162872
41989239
42051278
36219522
36108479
30538425
34606096
36159075
40491537
41729433
41123517
39626592
34507075
35169488
41246103
36753617
42370364
35802079
38656120
38011046
31504574
33222312
35882545
33232074
30131714
34935650
41475468
36269776
41417964
36614068
32235814
41597132
38050509
30737824
31171398
34085434
42569601
35914098
40017778
39694300
40200411
31950035
31702275
32534762
33487060
33615188
40766987
38017417
38026298
35164581
39212437
39355163
33203705
31864834
31808504
41176035
36298723
39608240
32526311
32410987
41510320
30034736
32243511
41511226
42131317
39991126
35147208
42751827
32298605
36325767
31526136
30239682
36983775
41816099
36978277
31048399
40646698
41582733
40250925
40099590
38817026
40723497
41866554
40301780
38959779
38850216
38431346
36174517
36798074
39895095
40515823
34003088
32587503
39233690
31750282
32842168
37221901
36841167
37815075
35146390
33240929
31078244
41399122
37548100
34085226
30807976
38705416
36886337
31978252
40596145
41420431
30127024
35922919
39082361
37476203
34845429
32721043
39758979
35608616
31814270
36811652
39341282
40409667
35749832
41915996
35713448
42632794
32542558
34933824
33126757
36905816
40255272
42125750
42148643
40821744
31257806
41890760
31009887
37101406
40908300
41269050
33073289
30103139
33357185
35244267
33544487
34648193
34772005
41433914
36994083
40525828
39632649
39070966
38502062
32813576
39147404
39697784
36597978
37482012
35828625
35460000
31781585
40354957
33908582
35266949
35044859
37556958
35425357
41409629
41688535
38102461
37924882
34387944
31516105
30457996
32614895
40182149
37973315
42419941
39498344
37054018
40436432
41843659
39104883
41922183
37333587
37437260
41831826
38556760
34859423
34424684
39049044
41974480
38080661
35621716
41452068
35691791
34354193
38237493
32449563
36117832
40561119
39322123
36102550
30802118
41820215
40111152
36855398
36277719
39514211
35969954
31567616
40271204
37666136
42652209
42585550
42364397
39339118
40518962
40828570
35722464
35546733
33602340
31827556
38800184
37478703
36835876
32958032
41473685
41839073
42651680
41181731
36867895
32022837
31112636
39141765
37465122
35607569
38091747
41155879
34708168
35926556
37698820
35244967
42725134
30519906
33118670
33800379
42507464
42304126
38748247
38418437
42209270
41022670
33110723
39179684
41563393
42550536
42403749
40757763
39643678
33259846
31089012
35862811
37202941
30739058
40128489
36020010
41075250
38823738
33930518
31751427
36978284
39984151
34849312
40473646
36985367
35947602
37522777
36007800
30963961
42781293
34359945
31749419
38032008
32553155
39123866
37111370
38957902
33328576
30405853
31317146
35809541
39987316
32039339
42047378
40355886
36988077
33538685
35616597
33691210
36332599
35054204
33346573
32467271
40674825
33571606
37862054
32566700
31567666
41963079
36804008
32225329
38495229
31323180
38238859
38931280
42850879
41727861
33930499
36378333
37291984
38754511
41565290
42568214
36560025
30439661
40848420
33692196
36670966
32754172
41080524
32152146
36753494
33366131
32987906
37734623
42214928
35543939
32594559
33272075
38206247
30453207
33957188
30256336
41886932
40755814
37857057
32396594
34657917
40083301
33786532
38657934
34204752
35199234
38540949
36158049
33398692
30805256
39860622
36031123
34391486
38037960
31903811
41980465
38956432
37833487
35797193
39118025
30389651
32066297
41974635
37311793
33776817
40013276
33639353
40449974
35342431
37192994
37432648
42760762
34913211
32227667
30958610
37099206
42173758
36945451
42870025
31262863
36726885
36356232
37713475
37704202
40557280
35880914
31801725
40409135
38177034
35103836
34941235
41180541
41967224
30326945
37864586
36230650
41130228
40197407
39618567
35028660
41246329
40150057
30101460
39585136
32341891
39426430
37771000
39002297
34957733
34523028
33118068
36568974
35445943
39597971
35290888
34680709
39270130
39531448
39855265
32033101
40443333
37279233
38869715
42190988
35728626
38186667
40649746
34728892
35859896
35586456
42041412
33778841
42465637
35783809
38166451
35052788
40816460
39559447
32113428
37204701
40862353
42557148
41102865
37991231
33515184
39855978
30785759
31823565
30763753
42220916
39649738
36636087
38837494
40206563
30372120
30363228
39354287
35903943
38295973
34940361
39484826
40489539
41302661
37516503
32317258
41549756
30474655
40093398
35911836
38205636
40552389
38288283
35070843
35565151
35520506
30629637
40697010
30003609
40980487
33201086
41224034
40190551
37700008
39788305
39184538
41772382
38337498
42622549
39554278
39534099
40943309
40940061
36485618
39059153
34858659
39649037
36497109
37003448
35881700
38235858
36319244
36669409
42476192
34291153
38916887
39418230
